year_month,rule,lookback_start,lookback_end,buy_date,sell_date,holdings,return
2015-09,rank_tail,2015-08-18,2015-09-30,2015-10-01,2015-10-30,WYNN:lb=-0.4156;buy=46.45@2015-10-01;sell=61.16@2015-10-30;mret=0.3168 | WMB:lb=-0.3062;buy=20.55@2015-10-01;sell=21.99@2015-10-30;mret=0.0703 | CF:lb=-0.2926;buy=33.56@2015-10-01;sell=37.95@2015-10-30;mret=0.1307 | NRG:lb=-0.2925;buy=11.83@2015-10-01;sell=10.38@2015-10-30;mret=-0.1222 | THC:lb=-0.2873;buy=36.92@2015-10-01;sell=31.37@2015-10-30;mret=-0.1503 | FMC:lb=-0.2821;buy=23.44@2015-10-01;sell=28.14@2015-10-30;mret=0.2005 | MOS:lb=-0.2815;buy=25.42@2015-10-01;sell=27.61@2015-10-30;mret=0.0861 | VRTX:lb=-0.2549;buy=104.14@2015-10-01;sell=124.74@2015-10-30;mret=0.1978 | MUR:lb=-0.2366;buy=16.56@2015-10-01;sell=19.45@2015-10-30;mret=0.1748 | AES:lb=-0.2363;buy=6.67@2015-10-01;sell=7.53@2015-10-30;mret=0.1286,0.1038285893990174
2015-10,rank_tail,2015-09-18,2015-10-30,2015-11-02,2015-11-30,CNX:lb=-0.4885;buy=5.54@2015-11-02;sell=6.56@2015-11-30;mret=0.1846 | THC:lb=-0.2951;buy=31.37@2015-11-02;sell=33.19@2015-11-30;mret=0.0580 | NRG:lb=-0.2750;buy=10.38@2015-11-02;sell=9.95@2015-11-30;mret=-0.0411 | BBBY:lb=-0.2002;buy=15.66@2015-11-02;sell=13.16@2015-11-30;mret=-0.1596 | PVH:lb=-0.1851;buy=89.59@2015-11-02;sell=89.96@2015-11-30;mret=0.0042 | PWR:lb=-0.1819;buy=19.73@2015-11-02;sell=21.63@2015-11-30;mret=0.0965 | STX:lb=-0.1663;buy=23.52@2015-11-02;sell=22.57@2015-11-30;mret=-0.0407 | HCA:lb=-0.1660;buy=63.94@2015-11-02;sell=63.27@2015-11-30;mret=-0.0106 | RRC:lb=-0.1556;buy=28.57@2015-11-02;sell=26.83@2015-11-30;mret=-0.0611 | AKAM:lb=-0.1547;buy=60.82@2015-11-02;sell=57.61@2015-11-30;mret=-0.0528,0.0026958604786839757
2015-11,rank_tail,2015-10-16,2015-11-30,2015-12-01,2015-12-31,FCX:lb=-0.3424;buy=7.42@2015-12-01;sell=6.14@2015-12-31;mret=-0.1724 | FOSL:lb=-0.2997;buy=38.47@2015-12-01;sell=36.56@2015-12-31;mret=-0.0496 | CNX:lb=-0.2828;buy=6.56@2015-12-01;sell=6.57@2015-12-31;mret=0.0025 | KMI:lb=-0.2545;buy=14.24@2015-12-01;sell=9.01@2015-12-31;mret=-0.3670 | EQT:lb=-0.2511;buy=28.64@2015-12-01;sell=26.10@2015-12-31;mret=-0.0890 | URBN:lb=-0.2363;buy=22.40@2015-12-01;sell=22.75@2015-12-31;mret=0.0156 | BBBY:lb=-0.2335;buy=13.16@2015-12-01;sell=12.28@2015-12-31;mret=-0.0669 | OKE:lb=-0.2267;buy=15.80@2015-12-01;sell=13.22@2015-12-31;mret=-0.1635 | M:lb=-0.2257;buy=24.97@2015-12-01;sell=22.56@2015-12-31;mret=-0.0963,-0.10654681033866065
2015-12,rank_tail,2015-11-17,2015-12-31,2016-01-04,2016-01-29,KMI:lb=-0.3613;buy=9.01@2016-01-04;sell=10.02@2016-01-29;mret=0.1123 | WMB:lb=-0.2993;buy=14.68@2016-01-04;sell=11.02@2016-01-29;mret=-0.2490 | DVN:lb=-0.2982;buy=22.25@2016-01-04;sell=19.40@2016-01-29;mret=-0.1281 | HAR:lb=-0.2903;buy=4210.53@2016-01-04;sell=4593.30@2016-01-29;mret=0.0909 | MUR:lb=-0.2542;buy=15.55@2016-01-04;sell=13.58@2016-01-29;mret=-0.1265 | RRC:lb=-0.2531;buy=23.14@2016-01-04;sell=27.79@2016-01-29;mret=0.2011 | GME:lb=-0.2376;buy=5.41@2016-01-04;sell=5.06@2016-01-29;mret=-0.0653 | NFX:lb=-0.1937;buy=32.56@2016-01-04;sell=29.07@2016-01-29;mret=-0.1072 | FCX:lb=-0.1931;buy=6.14@2016-01-04;sell=4.17@2016-01-29;mret=-0.3205 | CMG:lb=-0.1777;buy=9.60@2016-01-04;sell=9.06@2016-01-29;mret=-0.0560,-0.05513823051382072
2016-01,rank_tail,2015-12-15,2016-01-29,2016-02-01,2016-02-29,FCX:lb=-0.2945;buy=4.17@2016-02-01;sell=6.92@2016-02-29;mret=0.6587 | AN:lb=-0.2914;buy=43.25@2016-02-01;sell=51.47@2016-02-29;mret=0.1901 | URI:lb=-0.2911;buy=46.40@2016-02-01;sell=49.95@2016-02-29;mret=0.0764 | BWA:lb=-0.2800;buy=22.16@2016-02-01;sell=24.77@2016-02-29;mret=0.1175 | CF:lb=-0.2649;buy=22.57@2016-02-01;sell=27.72@2016-02-29;mret=0.2283 | WMB:lb=-0.2531;buy=11.02@2016-02-01;sell=9.13@2016-02-29;mret=-0.1715 | OI:lb=-0.2516;buy=12.68@2016-02-01;sell=14.66@2016-02-29;mret=0.1561 | KMX:lb=-0.2470;buy=44.18@2016-02-01;sell=46.26@2016-02-29;mret=0.0471 | REGN:lb=-0.2451;buy=417.77@2016-02-01;sell=381.90@2016-02-29;mret=-0.0859 | AXP:lb=-0.2340;buy=46.54@2016-02-01;sell=48.35@2016-02-29;mret=0.0389,0.12462003748453188
2016-02,rank_tail,2016-01-14,2016-02-29,2016-03-01,2016-03-31,DVN:lb=-0.2419;buy=13.68@2016-03-01;sell=19.28@2016-03-31;mret=0.4094 | MPC:lb=-0.2073;buy=25.25@2016-03-01;sell=27.41@2016-03-31;mret=0.0855 | REGN:lb=-0.1984;buy=381.90@2016-03-01;sell=358.45@2016-03-31;mret=-0.0614 | RIG:lb=-0.1793;buy=8.65@2016-03-01;sell=9.14@2016-03-31;mret=0.0566 | COP:lb=-0.1735;buy=25.08@2016-03-01;sell=29.86@2016-03-31;mret=0.1904 | BAC:lb=-0.1648;buy=10.06@2016-03-01;sell=10.90@2016-03-31;mret=0.0840 | VRTX:lb=-0.1611;buy=85.49@2016-03-01;sell=79.49@2016-03-31;mret=-0.0702 | ANDV:lb=-0.1585;buy=76.06@2016-03-01;sell=81.08@2016-03-31;mret=0.0661 | CFG:lb=-0.1562;buy=13.35@2016-03-01;sell=14.54@2016-03-31;mret=0.0894 | RCL:lb=-0.1496;buy=66.54@2016-03-01;sell=73.50@2016-03-31;mret=0.1046,0.09729387872923856
2016-03,rank_tail,2016-02-17,2016-03-31,2016-04-01,2016-04-29,HRB:lb=-0.2327;buy=18.16@2016-04-01;sell=13.91@2016-04-29;mret=-0.2339 | HAR:lb=-0.1818;buy=4306.22@2016-04-01;sell=4401.91@2016-04-29;mret=0.0222 | PRGO:lb=-0.1177;buy=103.19@2016-04-01;sell=77.98@2016-04-29;mret=-0.2444 | VRTX:lb=-0.0993;buy=79.49@2016-04-01;sell=84.34@2016-04-29;mret=0.0610 | REGN:lb=-0.0927;buy=358.45@2016-04-01;sell=374.63@2016-04-29;mret=0.0451 | MU:lb=-0.0840;buy=10.22@2016-04-01;sell=10.49@2016-04-29;mret=0.0267 | CMG:lb=-0.0837;buy=9.42@2016-04-01;sell=8.42@2016-04-29;mret=-0.1062 | AN:lb=-0.0600;buy=46.68@2016-04-01;sell=50.65@2016-04-29;mret=0.0850 | DE:lb=-0.0474;buy=65.90@2016-04-01;sell=72.00@2016-04-29;mret=0.0925 | ICE:lb=-0.0422;buy=41.56@2016-04-01;sell=42.42@2016-04-29;mret=0.0208,-0.023399582592900647
2016-04,rank_tail,2016-03-17,2016-04-29,2016-05-02,2016-05-31,STX:lb=-0.3768;buy=13.94@2016-05-02;sell=14.92@2016-05-31;mret=0.0700 | PRGO:lb=-0.2632;buy=77.98@2016-05-02;sell=77.42@2016-05-31;mret=-0.0071 | HRB:lb=-0.2506;buy=13.91@2016-05-02;sell=14.68@2016-05-31;mret=0.0553 | FSLR:lb=-0.2373;buy=55.84@2016-05-02;sell=49.65@2016-05-31;mret=-0.1109 | UAL:lb=-0.2214;buy=45.81@2016-05-02;sell=45.09@2016-05-31;mret=-0.0157 | HAR:lb=-0.1930;buy=4401.91@2016-05-02;sell=4784.69@2016-05-31;mret=0.0870 | AAL:lb=-0.1760;buy=33.24@2016-05-02;sell=30.67@2016-05-31;mret=-0.0775 | DAL:lb=-0.1429;buy=36.96@2016-05-02;sell=38.67@2016-05-31;mret=0.0463 | HRL:lb=-0.1217;buy=30.44@2016-05-02;sell=27.17@2016-05-31;mret=-0.1074 | AAPL:lb=-0.1140;buy=21.25@2016-05-02;sell=22.78@2016-05-31;mret=0.0718,0.0021614888522116793
2016-05,rank_tail,2016-04-18,2016-05-31,2016-06-01,2016-06-30,PRGO:lb=-0.2556;buy=77.42@2016-06-01;sell=73.25@2016-06-30;mret=-0.0539 | AAL:lb=-0.2179;buy=30.67@2016-06-01;sell=27.21@2016-06-30;mret=-0.1128 | UAL:lb=-0.2087;buy=45.09@2016-06-01;sell=41.04@2016-06-30;mret=-0.0898 | ALK:lb=-0.1892;buy=61.89@2016-06-01;sell=54.33@2016-06-30;mret=-0.1221 | CPRI:lb=-0.1884;buy=42.72@2016-06-01;sell=49.48@2016-06-30;mret=0.1582 | ILMN:lb=-0.1869;buy=140.89@2016-06-01;sell=136.56@2016-06-30;mret=-0.0307 | M:lb=-0.1844;buy=21.60@2016-06-01;sell=22.11@2016-06-30;mret=0.0237 | KSS:lb=-0.1826;buy=21.66@2016-06-01;sell=23.09@2016-06-30;mret=0.0662 | FSLR:lb=-0.1774;buy=49.65@2016-06-01;sell=48.48@2016-06-30;mret=-0.0236 | UA:lb=-0.1756;buy=34.72@2016-06-01;sell=36.40@2016-06-30;mret=0.0483,-0.01335415284287389
2016-06,rank_tail,2016-05-18,2016-06-30,2016-07-01,2016-07-29,SIG:lb=-0.2281;buy=67.79@2016-07-01;sell=72.52@2016-07-29;mret=0.0698 | DAL:lb=-0.1694;buy=32.42@2016-07-01;sell=34.48@2016-07-29;mret=0.0637 | SYF:lb=-0.1604;buy=20.17@2016-07-01;sell=22.25@2016-07-29;mret=0.1028 | CF:lb=-0.1568;buy=18.51@2016-07-01;sell=18.95@2016-07-29;mret=0.0241 | AMG:lb=-0.1480;buy=136.28@2016-07-01;sell=142.10@2016-07-29;mret=0.0427 | LNC:lb=-0.1398;buy=27.05@2016-07-01;sell=30.67@2016-07-29;mret=0.1339 | RCL:lb=-0.1371;buy=60.37@2016-07-01;sell=65.13@2016-07-29;mret=0.0788 | CFG:lb=-0.1362;buy=13.94@2016-07-01;sell=15.58@2016-07-29;mret=0.1176 | SCHW:lb=-0.1359;buy=22.44@2016-07-01;sell=25.19@2016-07-29;mret=0.1229 | AAL:lb=-0.1319;buy=27.21@2016-07-01;sell=34.12@2016-07-29;mret=0.2540,0.10151840426931624
2016-07,rank_tail,2016-06-16,2016-07-29,2016-08-01,2016-08-31,CF:lb=-0.1055;buy=18.95@2016-08-01;sell=20.25@2016-08-31;mret=0.0683 | HIG:lb=-0.0906;buy=32.46@2016-08-01;sell=33.63@2016-08-31;mret=0.0360 | EMN:lb=-0.0902;buy=47.77@2016-08-01;sell=49.72@2016-08-31;mret=0.0408 | DE:lb=-0.0802;buy=67.02@2016-08-01;sell=72.92@2016-08-31;mret=0.0880 | DRI:lb=-0.0801;buy=47.33@2016-08-01;sell=47.39@2016-08-31;mret=0.0013 | HUM:lb=-0.0760;buy=159.73@2016-08-01;sell=165.43@2016-08-31;mret=0.0357 | PRGO:lb=-0.0726;buy=73.83@2016-08-01;sell=73.62@2016-08-31;mret=-0.0028 | LUV:lb=-0.0696;buy=33.04@2016-08-01;sell=33.02@2016-08-31;mret=-0.0008 | HAR:lb=-0.0667;buy=5358.85@2016-08-01;sell=4019.14@2016-08-31;mret=-0.2500 | AKAM:lb=-0.0592;buy=50.53@2016-08-01;sell=54.90@2016-08-31;mret=0.0865,0.010167950714324858
2016-08,rank_tail,2016-07-20,2016-08-31,2016-09-01,2016-09-30,BMY:lb=-0.2421;buy=41.71@2016-09-01;sell=39.19@2016-09-30;mret=-0.0605 | HAR:lb=-0.2222;buy=4019.14@2016-09-01;sell=3732.06@2016-09-30;mret=-0.0714 | FSLR:lb=-0.2191;buy=37.82@2016-09-01;sell=39.49@2016-09-30;mret=0.0442 | DG:lb=-0.2175;buy=64.98@2016-09-01;sell=62.18@2016-09-30;mret=-0.0432 | RIG:lb=-0.2016;buy=9.70@2016-09-01;sell=10.66@2016-09-30;mret=0.0990 | TGNA:lb=-0.1737;buy=10.40@2016-09-01;sell=11.30@2016-09-30;mret=0.0865 | NRG:lb=-0.1727;buy=9.94@2016-09-01;sell=9.20@2016-09-30;mret=-0.0743 | DVA:lb=-0.1674;buy=64.63@2016-09-01;sell=66.07@2016-09-30;mret=0.0223 | FCX:lb=-0.1634;buy=9.33@2016-09-01;sell=9.85@2016-09-30;mret=0.0554 | DLTR:lb=-0.1336;buy=82.70@2016-09-01;sell=78.93@2016-09-30;mret=-0.0456,0.0035341089644189694
2016-09,rank_tail,2016-08-18,2016-09-30,2016-10-03,2016-10-31,DG:lb=-0.2340;buy=62.18@2016-10-03;sell=61.38@2016-10-31;mret=-0.0129 | TSCO:lb=-0.2101;buy=11.66@2016-10-03;sell=10.85@2016-10-31;mret=-0.0701 | SIG:lb=-0.1981;buy=61.48@2016-10-03;sell=67.25@2016-10-31;mret=0.0938 | DLTR:lb=-0.1766;buy=78.93@2016-10-03;sell=75.55@2016-10-31;mret=-0.0428 | CTSH:lb=-0.1621;buy=42.30@2016-10-03;sell=45.52@2016-10-31;mret=0.0763 | HSY:lb=-0.1499;buy=76.72@2016-10-03;sell=82.22@2016-10-31;mret=0.0718 | MCK:lb=-0.1411;buy=155.01@2016-10-03;sell=118.21@2016-10-31;mret=-0.2374 | HST:lb=-0.1287;buy=11.09@2016-10-03;sell=11.02@2016-10-31;mret=-0.0058 | ULTA:lb=-0.1238;buy=237.98@2016-10-03;sell=243.34@2016-10-31;mret=0.0225 | SJM:lb=-0.1220;buy=101.74@2016-10-03;sell=98.56@2016-10-31;mret=-0.0312,-0.013244814566253038
2016-10,rank_tail,2016-09-19,2016-10-31,2016-11-01,2016-11-30,UA:lb=-0.2356;buy=25.86@2016-11-01;sell=25.78@2016-11-30;mret=-0.0031 | MCK:lb=-0.2293;buy=118.21@2016-11-01;sell=133.94@2016-11-30;mret=0.1331 | ILMN:lb=-0.2137;buy=132.43@2016-11-01;sell=129.51@2016-11-30;mret=-0.0220 | UAA:lb=-0.1972;buy=31.10@2016-11-01;sell=30.80@2016-11-30;mret=-0.0096 | EW:lb=-0.1843;buy=31.74@2016-11-01;sell=27.62@2016-11-30;mret=-0.1299 | AMGN:lb=-0.1763;buy=106.90@2016-11-01;sell=109.84@2016-11-30;mret=0.0275 | VRTX:lb=-0.1687;buy=75.86@2016-11-01;sell=81.61@2016-11-30;mret=0.0758 | ZBH:lb=-0.1550;buy=95.18@2016-11-01;sell=91.99@2016-11-30;mret=-0.0336 | AYI:lb=-0.1486;buy=217.01@2016-11-01;sell=244.03@2016-11-30;mret=0.1245 | REGN:lb=-0.1435;buy=343.12@2016-11-01;sell=377.15@2016-11-30;mret=0.0992,0.027644120695202057
2016-11,rank_tail,2016-10-18,2016-11-30,2016-12-01,2016-12-30,EW:lb=-0.2992;buy=27.62@2016-12-01;sell=31.23@2016-12-30;mret=0.1310 | TRIP:lb=-0.2360;buy=42.93@2016-12-01;sell=41.24@2016-12-30;mret=-0.0396 | FSLR:lb=-0.2338;buy=30.32@2016-12-01;sell=32.09@2016-12-30;mret=0.0584 | UA:lb=-0.2261;buy=25.78@2016-12-01;sell=25.17@2016-12-30;mret=-0.0237 | ZBH:lb=-0.2110;buy=91.99@2016-12-01;sell=93.41@2016-12-30;mret=0.0155 | TSN:lb=-0.2030;buy=45.06@2016-12-01;sell=48.92@2016-12-30;mret=0.0857 | COTY:lb=-0.2015;buy=16.44@2016-12-01;sell=16.19@2016-12-30;mret=-0.0148 | UAA:lb=-0.1958;buy=30.80@2016-12-01;sell=29.05@2016-12-30;mret=-0.0568 | HAR:lb=-0.1579;buy=3827.75@2016-12-01;sell=2526.32@2016-12-30;mret=-0.3400 | PBI:lb=-0.1560;buy=9.32@2016-12-01;sell=9.86@2016-12-30;mret=0.0585,-0.017275807834936763
2016-12,rank_tail,2016-11-16,2016-12-30,2017-01-03,2017-01-31,HAR:lb=-0.3889;buy=2526.32@2017-01-03;sell=2296.65@2017-01-31;mret=-0.0909 | URBN:lb=-0.2720;buy=28.48@2017-01-03;sell=26.54@2017-01-31;mret=-0.0681 | RL:lb=-0.1885;buy=75.52@2017-01-03;sell=73.94@2017-01-31;mret=-0.0209 | VRTX:lb=-0.1857;buy=73.67@2017-01-03;sell=85.87@2017-01-31;mret=0.1656 | PVH:lb=-0.1649;buy=89.08@2017-01-03;sell=92.60@2017-01-31;mret=0.0396 | HBI:lb=-0.1538;buy=16.97@2017-01-03;sell=18.65@2017-01-31;mret=0.0992 | M:lb=-0.1360;buy=24.03@2017-01-03;sell=19.82@2017-01-31;mret=-0.1751 | MAT:lb=-0.1287;buy=26.45@2017-01-03;sell=25.17@2017-01-31;mret=-0.0486 | REGN:lb=-0.1261;buy=365.07@2017-01-03;sell=357.31@2017-01-31;mret=-0.0212 | SPGI:lb=-0.1185;buy=99.12@2017-01-03;sell=110.77@2017-01-31;mret=0.1175,-8.441493535615852e-05
2017-01,rank_tail,2016-12-15,2017-01-31,2017-02-01,2017-02-28,UAA:lb=-0.3068;buy=21.49@2017-02-01;sell=20.62@2017-02-28;mret=-0.0405 | KSS:lb=-0.2832;buy=24.76@2017-02-01;sell=26.49@2017-02-28;mret=0.0700 | M:lb=-0.2641;buy=19.82@2017-02-01;sell=22.29@2017-02-28;mret=0.1246 | UA:lb=-0.2550;buy=19.22@2017-02-01;sell=18.56@2017-02-28;mret=-0.0343 | QCOM:lb=-0.2146;buy=41.75@2017-02-01;sell=44.55@2017-02-28;mret=0.0670 | SIG:lb=-0.1800;buy=64.48@2017-02-01;sell=52.79@2017-02-28;mret=-0.1813 | TGT:lb=-0.1624;buy=49.49@2017-02-01;sell=45.52@2017-02-28;mret=-0.0802 | BMY:lb=-0.1563;buy=36.22@2017-02-01;sell=41.78@2017-02-28;mret=0.1536 | URBN:lb=-0.1499;buy=26.54@2017-02-01;sell=26.03@2017-02-28;mret=-0.0192 | AYI:lb=-0.1496;buy=201.27@2017-02-01;sell=205.23@2017-02-28;mret=0.0196,0.006077566878263774
2017-02,rank_tail,2017-01-13,2017-02-28,2017-03-01,2017-03-31,UAA:lb=-0.3145;buy=20.62@2017-03-01;sell=19.78@2017-03-31;mret=-0.0407 | UA:lb=-0.2996;buy=18.56@2017-03-01;sell=18.30@2017-03-31;mret=-0.0140 | TRIP:lb=-0.2164;buy=36.88@2017-03-01;sell=38.38@2017-03-31;mret=0.0408 | SIG:lb=-0.2103;buy=52.79@2017-03-01;sell=57.51@2017-03-31;mret=0.0893 | RRC:lb=-0.1790;buy=26.02@2017-03-01;sell=27.44@2017-03-31;mret=0.0544 | COL:lb=-0.1667;buy=0.10@2017-03-01;sell=0.09@2017-03-31;mret=-0.1000 | PBI:lb=-0.1662;buy=8.98@2017-03-01;sell=8.63@2017-03-31;mret=-0.0389 | APA:lb=-0.1590;buy=42.06@2017-03-01;sell=41.10@2017-03-31;mret=-0.0228 | TGT:lb=-0.1550;buy=45.52@2017-03-01;sell=42.75@2017-03-31;mret=-0.0609 | QCOM:lb=-0.1476;buy=44.55@2017-03-01;sell=45.23@2017-03-31;mret=0.0152,-0.0033768888088098192
2017-03,rank_tail,2017-02-16,2017-03-31,2017-04-03,2017-04-28,PRGO:lb=-0.1996;buy=53.92@2017-04-03;sell=60.05@2017-04-28;mret=0.1137 | COL:lb=-0.1818;buy=0.09@2017-04-03;sell=0.09@2017-04-28;mret=-0.0556 | TGT:lb=-0.1535;buy=42.75@2017-04-03;sell=43.26@2017-04-28;mret=0.0120 | KMX:lb=-0.1327;buy=59.22@2017-04-03;sell=58.50@2017-04-28;mret=-0.0122 | KR:lb=-0.1311;buy=24.52@2017-04-03;sell=24.65@2017-04-28;mret=0.0054 | TDG:lb=-0.1279;buy=150.40@2017-04-03;sell=168.56@2017-04-28;mret=0.1207 | CF:lb=-0.1244;buy=23.31@2017-04-03;sell=21.24@2017-04-28;mret=-0.0889 | NFX:lb=-0.1241;buy=36.91@2017-04-03;sell=34.62@2017-04-28;mret=-0.0620 | NEM:lb=-0.1214;buy=26.00@2017-04-03;sell=26.67@2017-04-28;mret=0.0258 | EVHC:lb=-0.1146;buy=61.32@2017-04-03;sell=56.03@2017-04-28;mret=-0.0863,-0.001449999003646063
2017-04,rank_tail,2017-03-16,2017-04-28,2017-05-01,2017-05-31,SYF:lb=-0.2241;buy=22.47@2017-05-01;sell=21.80@2017-05-31;mret=-0.0298 | GWW:lb=-0.2137;buy=168.97@2017-05-01;sell=152.08@2017-05-31;mret=-0.1000 | INCY:lb=-0.1628;buy=124.28@2017-05-01;sell=129.33@2017-05-31;mret=0.0406 | AYI:lb=-0.1585;buy=171.16@2017-05-01;sell=158.34@2017-05-31;mret=-0.0749 | TSCO:lb=-0.1391;buy=10.80@2017-05-01;sell=9.66@2017-05-31;mret=-0.1050 | EVHC:lb=-0.1289;buy=56.03@2017-05-01;sell=54.61@2017-05-31;mret=-0.0253 | FFIV:lb=-0.1264;buy=129.13@2017-05-01;sell=128.13@2017-05-31;mret=-0.0077 | URI:lb=-0.1247;buy=106.21@2017-05-01;sell=105.31@2017-05-31;mret=-0.0085 | FAST:lb=-0.1221;buy=8.94@2017-05-01;sell=8.64@2017-05-31;mret=-0.0338 | RIG:lb=-0.1197;buy=11.03@2017-05-01;sell=9.09@2017-05-31;mret=-0.1759,-0.05136738594837853
2017-05,rank_tail,2017-04-18,2017-05-31,2017-06-01,2017-06-30,SIG:lb=-0.2663;buy=40.12@2017-06-01;sell=52.75@2017-06-30;mret=0.3148 | KIM:lb=-0.2280;buy=11.34@2017-06-01;sell=11.86@2017-06-30;mret=0.0462 | RIG:lb=-0.2191;buy=9.09@2017-06-01;sell=8.23@2017-06-30;mret=-0.0946 | AKAM:lb=-0.2002;buy=47.15@2017-06-01;sell=49.81@2017-06-30;mret=0.0564 | HP:lb=-0.1987;buy=34.59@2017-06-01;sell=35.69@2017-06-30;mret=0.0319 | BBBY:lb=-0.1971;buy=14.05@2017-06-01;sell=16.30@2017-06-30;mret=0.1601 | M:lb=-0.1815;buy=15.96@2017-06-01;sell=16.05@2017-06-30;mret=0.0057 | SYF:lb=-0.1789;buy=21.80@2017-06-01;sell=24.21@2017-06-30;mret=0.1106 | DVN:lb=-0.1616;buy=24.02@2017-06-01;sell=22.64@2017-06-30;mret=-0.0574 | RRC:lb=-0.1590;buy=21.74@2017-06-01;sell=21.86@2017-06-30;mret=0.0056,0.05675724142708294
2017-06,rank_tail,2017-05-18,2017-06-30,2017-07-03,2017-07-31,AAP:lb=-0.2146;buy=102.95@2017-07-03;sell=98.90@2017-07-31;mret=-0.0393 | RIG:lb=-0.2132;buy=8.23@2017-07-03;sell=8.65@2017-07-31;mret=0.0510 | KR:lb=-0.1984;buy=19.47@2017-07-03;sell=20.47@2017-07-31;mret=0.0515 | QRVO:lb=-0.1619;buy=63.32@2017-07-03;sell=68.56@2017-07-31;mret=0.0828 | NFX:lb=-0.1545;buy=28.46@2017-07-03;sell=28.73@2017-07-31;mret=0.0095 | AZO:lb=-0.1534;buy=570.46@2017-07-03;sell=539.82@2017-07-31;mret=-0.0537 | TRIP:lb=-0.1437;buy=33.97@2017-07-03;sell=34.70@2017-07-31;mret=0.0215 | CMG:lb=-0.1416;buy=8.32@2017-07-03;sell=6.88@2017-07-31;mret=-0.1738 | FTI:lb=-0.1376;buy=18.57@2017-07-03;sell=19.48@2017-07-31;mret=0.0493 | DVN:lb=-0.1320;buy=22.64@2017-07-03;sell=23.59@2017-07-31;mret=0.0419,0.004321588600769921
2017-07,rank_tail,2017-06-16,2017-07-31,2017-08-01,2017-08-31,CMG:lb=-0.2379;buy=6.88@2017-08-01;sell=6.33@2017-08-31;mret=-0.0787 | STX:lb=-0.2039;buy=23.20@2017-08-01;sell=22.19@2017-08-31;mret=-0.0434 | MO:lb=-0.1593;buy=35.11@2017-08-01;sell=34.26@2017-08-31;mret=-0.0242 | ULTA:lb=-0.1511;buy=251.21@2017-08-01;sell=221.01@2017-08-31;mret=-0.1202 | AAP:lb=-0.1390;buy=98.90@2017-08-01;sell=86.44@2017-08-31;mret=-0.1260 | FLS:lb=-0.1296;buy=34.55@2017-08-01;sell=33.00@2017-08-31;mret=-0.0450 | HOG:lb=-0.1229;buy=39.67@2017-08-01;sell=38.32@2017-08-31;mret=-0.0341 | UAL:lb=-0.1185;buy=67.68@2017-08-01;sell=61.96@2017-08-31;mret=-0.0845 | ORLY:lb=-0.1171;buy=13.62@2017-08-01;sell=13.08@2017-08-31;mret=-0.0400 | GE:lb=-0.1169;buy=113.82@2017-08-01;sell=109.11@2017-08-31;mret=-0.0414,-0.06061517014045936
2017-08,rank_tail,2017-07-20,2017-08-31,2017-09-01,2017-09-29,HP:lb=-0.2490;buy=28.24@2017-09-01;sell=34.76@2017-09-29;mret=0.2308 | MAT:lb=-0.2320;buy=16.22@2017-09-01;sell=15.48@2017-09-29;mret=-0.0456 | UAA:lb=-0.2175;buy=16.15@2017-09-01;sell=16.48@2017-09-29;mret=0.0204 | APA:lb=-0.2130;buy=31.39@2017-09-01;sell=37.01@2017-09-29;mret=0.1792 | UA:lb=-0.2073;buy=15.10@2017-09-01;sell=15.02@2017-09-29;mret=-0.0053 | IPG:lb=-0.2011;buy=14.53@2017-09-01;sell=15.00@2017-09-29;mret=0.0323 | STX:lb=-0.2002;buy=22.19@2017-09-01;sell=23.79@2017-09-29;mret=0.0722 | RRC:lb=-0.1978;buy=16.38@2017-09-01;sell=18.49@2017-09-29;mret=0.1285 | MOS:lb=-0.1822;buy=17.42@2017-09-01;sell=18.97@2017-09-29;mret=0.0890 | BHF:lb=-0.1729;buy=57.07@2017-09-01;sell=60.80@2017-09-29;mret=0.0654,0.0769427181904987
2017-09,rank_tail,2017-08-17,2017-09-29,2017-10-02,2017-10-31,EFX:lb=-0.2442;buy=98.34@2017-10-02;sell=100.70@2017-10-31;mret=0.0240 | SCG:lb=-0.1960;buy=45.91@2017-10-02;sell=40.84@2017-10-31;mret=-0.1103 | NWL:lb=-0.1451;buy=29.29@2017-10-02;sell=27.99@2017-10-31;mret=-0.0443 | SJM:lb=-0.1445;buy=80.64@2017-10-02;sell=81.50@2017-10-31;mret=0.0107 | CPB:lb=-0.1323;buy=35.51@2017-10-02;sell=36.21@2017-10-31;mret=0.0195 | COTY:lb=-0.1307;buy=14.93@2017-10-02;sell=13.91@2017-10-31;mret=-0.0684 | KR:lb=-0.1225;buy=16.83@2017-10-02;sell=17.37@2017-10-31;mret=0.0319 | HRB:lb=-0.1150;buy=19.25@2017-10-02;sell=17.99@2017-10-31;mret=-0.0657 | DGX:lb=-0.1113;buy=79.28@2017-10-02;sell=79.79@2017-10-31;mret=0.0063 | K:lb=-0.1025;buy=43.37@2017-10-02;sell=43.48@2017-10-31;mret=0.0026,-0.01862802707193345
